Distance [m],u [m/s],time [s],T [K],P [Pa],H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,C2H2,C2H3,C2H4,C2H5,C2H6,AR,N2,PT(S),H(S),H2O(S),OH(S),CO(S),CO2(S),CH3(S),CH2(S),CH(S),C(S),O(S)
0.12,10.209282078612338,0.012278461373771121,1020.9281935876172,101324.99999999996,2.464763102737776e-08,2.9936081654795445e-13,2.603214217258594e-13,0.20228346203444225,3.2831654317905177e-12,0.001798115902303568,3.901827064765713e-08,3.2487348109193545e-09,9.427914474110376e-32,1.3352592679911244e-24,7.70976102885055e-18,7.054387699651636e-19,5.427093785299607e-08,0.027672304206720833,6.439654728933111e-14,0.0008990675453652226,3.216205288819127e-17,5.14703990198475e-20,8.82470474827491e-12,8.336828916128471e-15,1.0656087083361482e-09,0.0,0.7673469280472448,0.00335306754306766,2.7386357572678263e-07,6.4054116071641995e-09,8.139295911075785e-05,1.0992874307364282e-07,5.21112868777915e-12,1.4632899753904501e-09,1.4632899753904504e-09,1.4632899753904504e-09,7.621456864148341e-10,0.9965651441426636
0.124,10.21811289741625,0.012669923088883657,1021.8112741257887,101325.00000000001,2.696493474297567e-08,3.1633184907288844e-13,2.758216483608364e-13,0.2022074556912014,3.534880710758287e-12,0.001874119476157107,4.046445429446033e-08,3.4203326971120246e-09,5.633418239390741e-35,1.4648507027671966e-24,8.580578588348855e-18,7.866626764796493e-19,5.6889293624461704e-08,0.027634298618179495,6.51836306599869e-14,0.0009370702181542844,3.8972827337209497e-17,6.109822696537742e-20,9.942792789371374e-12,9.18859685844137e-15,1.1945949564059284e-09,0.0,0.7673469270485532,0.00339149450373785,2.8353072062972555e-07,6.718583581206879e-09,8.330795091958416e-05,1.1102259531264616e-07,5.308240867203745e-12,1.473745570912076e-09,1.473745570912076e-09,1.4737455709120761e-09,7.730437016673572e-10,0.996524791073654
0.128,10.227129336954864,0.013061039683604175,1022.7129166339178,101325.00000000001,2.946558507613729e-08,3.3411158381096797e-13,2.92125947307551e-13,0.20212984091613242,3.8004379429068325e-12,0.0019517313692351353,4.1928545569895634e-08,3.59389835726056e-09,-1.7193626527101672e-31,1.6070123499515582e-24,9.532746097562077e-18,8.756103631755539e-19,5.958137414002708e-08,0.02759548869673094,6.59955000087004e-14,0.0009758771231743791,4.702345915943458e-17,7.227740781187997e-20,1.1172970964906006e-11,1.0110098501225967e-14,1.335534547732214e-09,0.0,0.7673469259741136,0.0034311148757130774,2.9351728529894323e-07,7.0424330486850345e-09,8.524284143137286e-05,1.1214820196700321e-07,5.409057764434447e-12,1.4844716344869322e-09,1.4844716344869322e-09,1.4844716344869326e-09,7.843083152347614e-10,0.9964832243316022
0.132,10.236339008936707,0.013451804389281072,1023.6338822749237,101325.00000000003,3.21642661175308e-08,3.5275469165915784e-13,3.0929167175434143e-13,0.2020505515124075,4.080585558843808e-12,0.0020310177696526814,4.341141895651784e-08,3.769244027281627e-09,1.0398452982413134e-32,1.7631289149403573e-24,1.0573144205922768e-17,9.729430800731082e-19,6.234953878307263e-08,0.02755584133760296,6.68334331822999e-14,0.0010155213609279266,5.650931833271538e-17,8.522770035420208e-20,1.252433325234969e-11,1.1106375396596488e-14,1.4892693465279302e-09,0.0,0.7673469248183267,0.0034719898817418054,3.038447927277174e-07,7.377527122301365e-09,8.719956604222209e-05,1.1330711700065377e-07,5.513795849969246e-12,1.4954804829413916e-09,1.495480482941392e-09,1.495480482941392e-09,7.959592365686901e-10,0.9964403807346653
0.136,10.245749994684674,0.013842210167492645,1024.5749791724286,101324.99999999997,3.507708637825304e-08,3.7232062942950304e-13,3.273814166109842e-13,0.2019695171888992,4.376136290442614e-12,0.0021120489591142473,4.49140071599378e-08,3.946182998448429e-09,-1.9959669324099516e-30,1.9347628403989552e-24,1.1709272045618173e-17,1.079382007504841e-18,6.519626761096183e-08,0.027515321388306833,6.769880055831489e-14,0.0010560380793895304,6.76530143871954e-17,1.0019743951544676e-19,1.4006633978760285e-11,1.218285367863973e-14,1.6566893667781417e-09,0.0,0.7673469235748944,0.0035141851711837273,3.1453630182595706e-07,7.724474649293426e-09,8.918010928556103e-05,1.1450100260741999e-07,5.6226888075890835e-12,1.506785246489054e-09,1.506785246489054e-09,1.5067852464890535e-09,8.080176471431524e-10,0.9963961926235557
0.14,10.255370886123172,0.014232249693556976,1025.537066509269,101324.99999999955,3.822174682536123e-08,3.9287416807693166e-13,3.4646361651267384e-13,0.20188666320155024,4.687973946545799e-12,0.002194899670875892,4.643730641984424e-08,4.124529541911145e-09,-1.3324859972423303e-29,2.123680951219082e-24,1.2949314707684752e-17,1.1957148527882133e-18,6.812417461387125e-08,0.027473891469591494,6.859307393723629e-14,0.0010974646530507149,8.070791899960157e-17,1.174671938311029e-19,1.5630339654092e-11,1.33453804234398e-14,1.838735578658468e-09,0.0,0.7673469222372988,0.003557771245637889,3.2561658440128024e-07,8.083930254135549e-09,9.118651673020672e-05,1.157316393429777e-07,5.735989304209049e-12,1.518399942212793e-09,1.5183999422127935e-09,1.5183999422127948e-09,8.205063450509112e-10,0.996350587423836
0.14400000000000002,10.265210826957757,0.014621915338760524,1026.5210586455776,101325.00000000007,4.161773027542927e-08,4.1448598299966116e-13,3.6661321805118716e-13,0.2018019099951161,5.0170609341287505e-12,0.0022796494489639783,4.798238177684946e-08,4.304098755449554e-09,1.8773057420168245e-29,2.331885679329383e-24,1.4302219293736798e-17,1.3228032927441587e-18,7.113602116696146e-08,0.027431511795650707,6.951783608183918e-14,0.001139840862652002,9.596212614630316e-17,1.3735391066872612e-19,1.7406684667486933e-11,1.4600263995007734e-14,2.0364028065317694e-09,0.0,0.7673469207976933,0.003602823915163538,3.37112317168935e-07,8.456598699295105e-09,9.32209063915074e-05,1.1700093684648871e-07,5.853970930021434e-12,1.5303395504045852e-09,1.5303395504045862e-09,1.5303395504045858e-09,8.334499012624974e-10,0.9963034871780707
0.148,10.275279562091276,0.015011199151027218,1027.5279300600266,101325.00000000004,4.528652008841722e-08,4.3723333244684204e-13,3.8791245327783486e-13,0.20171517276959983,5.364446877498204e-12,0.002366383080517872,4.95503734758858e-08,4.484706452973825e-09,-1.7616265782115487e-32,2.5616518504141022e-24,1.5777781943340366e-17,1.46159149321914e-18,7.423473234401932e-08,0.02738813995789151,7.047479175608625e-14,0.0011832091114274252,1.137429442572405e-16,1.6021564676920715e-19,1.934773385167413e-11,1.5954319978031157e-14,2.2507429979492263e-09,0.0,0.767346919247864,0.0036494248267464197,3.490523008821926e-07,8.843239918134686e-09,9.528548148116465e-05,1.1831094633156702e-07,5.976930431369026e-12,1.5426201042690854e-09,1.5426201042690862e-09,1.5426201042690854e-09,8.46874840088379e-10,0.9962548080043748
0.152,10.28558749151918,0.015400092833895122,1028.558720739334,101324.99999999999,4.925184966118351e-08,4.612008287621322e-13,4.1045172247204524e-13,0.2016263610100281,5.731278369840465e-12,0.002455191066215379,5.114250396338833e-08,4.6661690285767e-09,-1.2851016741285459e-31,2.8155701147810193e-24,1.738674702572862e-17,1.6131158266726858e-18,7.742341479360103e-08,0.02734373068954953,7.14657800173447e-14,0.0012276146604479619,1.3442196540564536e-16,1.8645696049607985e-19,2.1466450850625803e-11,1.7414922938100128e-14,2.48286870283061e-09,0.0,0.7673469175787945,0.003697662052663767,3.614677051168024e-07,9.244674626188674e-09,9.73825436780348e-05,1.196638744152974e-07,6.10519022175412e-12,1.555258788604293e-09,1.555258788604293e-09,1.5552587886042934e-09,8.608098407323155e-10,0.9962044594945134
0.156,10.29614572897159,0.015788587723665537,1029.6145420423206,101324.99999999997,5.353998863521622e-08,4.864813164481547e-13,4.3433060330194756e-13,0.20153537797391866,6.1188100142685516e-12,0.002546170132812514,5.276008548525665e-08,4.848303280419279e-09,9.342978846697605e-32,3.0965983531121878e-24,1.9140920448875086e-17,1.778515980754668e-18,8.0705376386848e-08,0.02729823560923774,7.249278791266451e-14,0.0012731058850346973,1.5842080470966647e-16,2.165350744534932e-19,2.3776773504339386e-11,1.899006486647539e-14,2.733956833627616e-09,0.0,0.7673469157803778,0.0037476307460762317,3.74392342607299e-07,9.661790587079924e-09,9.951450707272045e-05,1.210620984499704e-07,6.239101209643682e-12,1.5682740483866939e-09,1.5682740483866935e-09,1.5682740483866939e-09,8.752859626850404e-10,0.9961523440440733
0.16,10.306966168463068,0.016176674764474444,1030.6965833546778,101324.99999999999,5.818007320851346e-08,5.131768806064688e-13,4.596590134417389e-13,0.20144212010938745,6.528417047756861e-12,0.002639423814672574,5.4404528746247255e-08,5.030926231270865e-09,-2.8037773496428665e-30,3.408122427308196e-24,2.1053299856577823e-17,1.959047730128848e-18,8.408414863863265e-08,0.027251602929997565,7.355796603334473e-14,0.001319734565678027,1.8621761343934989e-16,2.509669417326465e-19,2.6293697729959525e-11,2.068842170288268e-14,3.0052527988691343e-09,0.0,0.7673469138414454,0.0037994338857935146,3.878629810155431e-07,1.0095549726927467e-08,0.0001016839134693194,1.2250818391895875e-07,6.379046024749965e-12,1.5816857118271573e-09,1.5816857118271577e-09,1.5816857118271573e-09,8.903369020558932e-10,0.996098356092049
0.164,10.318061558553342,0.016564344481052092,1031.8061195148343,101325.0,6.320448764734319e-08,5.4140000557482e-13,4.865585512600227e-13,0.20134647640578307,6.961609772395868e-12,0.002735063102943331,5.607735260254175e-08,5.213854925549654e-09,-3.5476013211528635e-31,3.7540313050912325e-24,2.3138224491240193e-17,2.15609764720279e-18,8.756351188710198e-08,0.02720377713448288,7.466364608331732e-14,0.0013675562128120991,2.1835447485138955e-16,2.9033736409075434e-19,2.903337064977627e-11,2.2519429081225104e-14,3.2980750136224135e-09,0.0,0.7673469117495763,0.003853183117608831,4.019196968248722e-07,1.0546996178625963e-08,0.0001038934490362796,1.2400490401634173e-07,6.5254426905839665e-12,1.5955151282706403e-09,1.5955151282706403e-09,1.5955151282706403e-09,9.059992818006113e-10,0.9960423812624868
0.168,10.329445585563594,0.016951586948897958,1032.9445191353389,101324.99999999999,6.864930653643821e-08,5.712749104441485e-13,5.151640469587009e-13,0.20124832766598355,7.42005010385718e-12,0.0028332071729901638,5.7780194943345425e-08,5.3969061993006785e-09,-2.137055025517305e-31,4.138800023049876e-24,2.541154825099284e-17,2.3712001009115097e-18,9.114752366776419e-08,0.027154698610984605,7.581236079290784e-14,0.0014166304307453882,2.5544582026212566e-16,3.353083448257776e-19,3.201319441215036e-11,2.4493368841860615e-14,3.6138198497735876e-09,0.0,0.7673469094909249,0.0039089997081306485,4.1660627867830586e-07,1.1017265407076737e-08,0.00010614596259021563,1.2555526177081211e-07,6.67874881935479e-12,1.6097853233643805e-09,1.60978532336438e-09,1.6097853233643805e-09,9.223129814999272e-10,0.9959842953919251
0.17200000000000001,10.341132967116293,0.017338391761557517,1034.1132539565506,101324.99999999999,7.455480913079765e-08,6.029390936484078e-13,5.456253633646726e-13,0.2011475456881501,7.905570609596772e-12,0.0029339842023116606,5.951482495404548e-08,5.579896420406364e-09,2.0733847560425236e-31,4.567599265429015e-24,2.789084019895829e-17,2.6060569651962643e-18,9.484055077957386e-08,0.02710430324417396,7.70068665594274e-14,0.0014670213268673433,2.9818802444113266e-16,3.866298947887262e-19,3.5251942268832456e-11,2.662146814686555e-14,3.953967086155938e-09,0.0,0.7673469070500385,0.003967015629468528,4.3197068880442955e-07,1.1507594593133203e-08,0.00010844448582687755,1.2716251511868115e-07,6.8394664185626225e-12,1.6245211741666398e-09,1.6245211741666398e-09,1.6245211741666402e-09,9.393215132235755e-10,0.995923963423981
0.176,10.353139557591264,0.017724747994638475,1035.3139093919137,101324.99999999999,8.096607959676521e-08,6.365451254835335e-13,5.781094939105659e-13,0.20104399234323858,8.420196483576063e-12,0.0030375322926765513,6.128315697524396e-08,5.762641194635677e-09,5.895453418869678e-33,5.046420089109685e-24,3.0595617675088825e-17,2.8625605476374848e-18,9.864730560729154e-08,0.0270525219536847,7.825016926793333e-14,0.0015187979730084463,3.473703681178222e-16,4.4515255466623575e-19,3.876988873214111e-11,2.8916013385972863e-14,4.320085927033304e-09,0.0,0.7673469044096103,0.004027374796564407,4.480655928325436e-07,1.2019334485517977e-08,0.00011079225584927291,1.2883020540559543e-07,7.008147416364677e-12,1.6397496073486413e-09,1.6397496073486417e-09,1.6397496073486417e-09,9.570724512671706e-10,0.9958612381489238
0.18,10.365482467340595,0.018110644166151636,1036.5481964490511,101325.00000000003,8.793371007252021e-08,6.722627358015608e-13,6.128030158374083e-13,0.2009375185317475,8.96617099743585e-12,0.003144000512942556,6.308726621243627e-08,5.944955031970512e-09,-1.0125417538306148e-31,5.5822282564392854e-24,3.3547618284634313e-17,3.1428203603731528e-18,1.0257288737716606e-07,0.026999280172297302,7.95455538292728e-14,0.0015720349271910446,4.0388759191120086e-16,5.118419525858416e-19,4.258895600625274e-11,3.139048150650754e-14,4.713841672769978e-09,0.0,0.7673469015502096,0.004090234483034212,4.649489703873585e-07,1.255396297155298e-08,0.00011319274040346575,1.3056218988175704e-07,7.185400034125296e-12,1.6554998241630676e-09,1.6554998241630676e-09,1.6554998241630684e-09,9.756179250279208e-10,0.9957959587619366
0.184,10.378180198026948,0.018496068192687044,1037.8179652631227,101324.99999999997,9.551462737583945e-08,7.102812550268462e-13,6.499149702295269e-13,0.20082796299932465,9.54598509013244e-12,0.0032535500829123497,6.492940661454708e-08,6.1266509681708656e-09,5.904934464619488e-34,6.183151992495955e-24,3.677111846516062e-17,3.449194497533334e-18,1.0662282918071361e-07,0.026944497253536877,8.089661810032226e-14,0.0016268128259585607,4.687543094208596e-16,5.87795785556816e-19,4.673287930674766e-11,3.4059691966744635e-14,5.1370031424216005e-09,0.0,0.7673468984499957,0.004155766947512558,4.82684821650699e-07,1.3113100673119901e-08,0.00011564966632677318,1.3236267889392925e-07,7.371896164292663e-12,1.6718035568079192e-09,1.6718035568079188e-09,1.6718035568079184e-09,9.950151864600918e-10,0.9957279492075622
0.188,10.391252796244016,0.018881007340879084,1039.1252204583393,101324.99999999999,1.0377306860643677e-07,7.508124781153693e-13,6.896802554418612e-13,0.2007151509921655,1.0162411878062446e-11,0.0033663557174088616,6.681203121927319e-08,6.307540128408742e-09,-2.6166772254452732e-30,6.858712009002898e-24,4.0293307950485854e-17,3.784326545079602e-18,1.1080315157572883e-07,0.026888085799071818,8.230731191619595e-14,0.0016832190568897502,5.431215950115795e-16,6.742636951666628e-19,5.122739393035314e-11,3.693998306636957e-14,5.59145094131803e-09,0.0,0.7673468950842715,0.004224161305643267,5.013439874706581e-07,1.3698528910877656e-08,0.00011816705168875981,1.3423627852044453e-07,7.56837993595774e-12,1.688695360832046e-09,1.688695360832046e-09,1.6886953608320467e-09,1.0153272648979366e-09,0.9956570162746925
0.192,10.404722029232817,0.019265448173493273,1040.4721387189206,101324.99999999999,1.1278173796225702e-07,7.940940409373159e-13,7.323636446832223e-13,0.20059889271847264,1.0818547096555498e-11,0.0034826071640520913,6.873781549058119e-08,6.487431231523425e-09,8.621351182664524e-32,7.620103227233022e-24,4.4144731940471295e-17,4.151189195803805e-18,1.1512042412667209e-07,0.026829950889167935,8.378198225182482e-14,0.001741348528049491,6.282961366721138e-16,7.726706235831297e-19,5.610044801586207e-11,4.0049417477631405e-14,6.079186734145909e-09,0.0,0.7673468914250923,0.004295625696782294,5.210051062273298e-07,1.4312210506569343e-08,0.00012074924243710622,1.3618803973376552e-07,7.775677709377083e-12,1.7062129508030606e-09,1.7062129508030606e-09,1.7062129508030604e-09,1.0366237267223334e-09,0.9955829473921869
0.196,10.418611586074734,0.019649376489371834,1041.86108890763,101324.99999999996,1.2262318402918852e-07,8.403934167300332e-13,7.782645625204655e-13,0.2004789815866791,1.151785667030405e-11,0.0036025109642202824,7.070968411155673e-08,6.666130019211681e-09,-8.082571459257239e-33,8.480546559102883e-24,4.835981535374666e-17,4.553135999894748e-18,1.1958183612359503e-07,0.02676998920142256,8.532542562165727e-14,0.0018013045491419002,7.257624147106011e-16,8.846443640299444e-19,6.138244515587575e-11,4.340802262829732e-14,6.602343658691791e-09,0.0,0.7673468874407099,0.0043703897988413894,5.417557342518144e-07,1.4956313941472875e-08,0.00012340095427937234,1.3822351522499797e-07,7.994709777808632e-12,1.724397586346421e-09,1.724397586346421e-09,1.724397586346421e-09,1.0589815593052555e-09,0.9955055080709481
0.2,10.432947308998953,0.020032777256342484,1043.294655195581,101324.99999999997,1.3339144743584378e-07,8.900126685781747e-13,8.277227908200732e-13,0.2003551921794658,1.2264232919212366e-11,0.0037262924780093014,7.273084187114011e-08,6.843438596216471e-09,2.2043162624250056e-32,9.455724028951161e-24,5.29774872568269e-17,4.993963051731447e-18,1.2419527817826019e-07,0.026708087997351873,8.694294913395758e-14,0.0018631998447942875,8.372084721623392e-16,1.0120481962494046e-18,6.710652218967458e-11,4.7038073008549574e-14,7.163198070637493e-09,0.0,0.7673468830949514,0.004448707759626046,5.636936637064319e-07,1.563324153130543e-08,0.00012612732080126738,1.4034882535782987e-07,8.226504128660246e-12,1.743294517919164e-09,1.7432945179191643e-09,1.7432945179191643e-09,1.082486203962678e-09,0.995424438923047
0.20400000000000001,10.447757460345576,0.020415634536023082,1044.7756637574319,101324.99999999994,1.4519404159225948e-07,9.432941285307038e-13,8.811253191578149e-13,0.2002272779149975,1.3062061278796575e-11,0.003854198221836662,7.480480941418111e-08,7.019154666101215e-09,-1.1856479500679975e-33,1.0564323671326396e-23,5.804192818763631e-17,5.4779828758618114e-18,1.2896943672751886e-07,0.026644123952467597,8.864044193284442e-14,0.001927157724328543,9.645559647984016e-16,1.157019715520773e-18,7.330886848269977e-11,5.096442312642934e-14,7.764182833591214e-09,0.0,0.7673468783464086,0.004530861628343614,5.869284799217072e-07,1.634566242622919e-08,0.00012893394901700657,1.4257073503602222e-07,8.472212699755126e-12,1.762953503608564e-09,1.7629535036085637e-09,1.762953503608564e-09,1.1072327682887127e-09,0.9953394521729966
0.20800000000000002,10.463073032185047,0.020797931399260713,1046.3072137319698,101324.99999999997,1.5815434664852465e-07,1.0006272198627578e-12,9.38914613661385e-13,0.20009496833394474,1.391629990404706e-11,0.003986498579950038,7.693546481977068e-08,7.193070643496907e-09,-9.708585761247073e-31,1.1828727907340702e-23,6.360346918449356e-17,6.010113383903313e-18,1.339139040020033e-07,0.02657796179917642,9.042445920104868e-14,0.001993313438686655,1.109995340963267e-15,1.3220172497857041e-18,8.00290945573077e-11,5.521490203061377e-14,8.407902427190947e-09,0.0,0.7673468731475219,0.004617165392249511,6.115834110664538e-07,1.709655144854162e-08,0.00013182698385565578,1.4489674371996437e-07,8.73313067936716e-12,1.7834294111160738e-09,1.7834294111160734e-09,1.7834294111160734e-09,1.1333274559843327e-09,0.9952502275546402
0.212,10.478928107365315,0.02117964983067348,1047.8927133251334,101324.99999999999,1.7241451953836488e-07,1.0624566992329007e-12,1.0015986559405702e-12,0.1999579659348399,1.4832575167372574e-11,0.004123490967118462,7.912709222855249e-08,7.36497262158888e-09,-6.740839633135366e-31,1.3275885507964258e-23,6.971967933351305e-17,6.595985574257525e-18,1.3903930668635766e-07,0.026509452743813226,9.230232145287773e-14,0.0020618157631980215,1.2760272060064114e-15,1.5098756299490423e-18,8.731065981706759e-11,5.982078316025778e-14,9.097150211652818e-09,0.0,0.7673468674436285,0.004707969750415781,6.377975370996492e-07,1.788923504285793e-08,0.0001348131834750467,1.4733519139371592e-07,9.010719543880343e-12,1.804782922623208e-09,1.804782922623208e-09,1.804782922623208e-09,1.1608892621494292e-09,0.9951564074596972
0.216,10.49536028051211,0.021560770620538874,1049.5359219080747,101325.0,1.881390497055543e-07,1.1292926645386111e-12,1.069763196097168e-12,0.1998159424836241,1.581729675498773e-11,0.004265503517238899,8.138443871369322e-08,7.53463914889569e-09,-4.8624686410050617e-32,1.4938428003040493e-23,7.64566881502276e-17,7.242074602502107e-18,1.4435745649782843e-07,0.026438432620333997,9.428223226154462e-14,0.002132828843632912,1.4655111396781649e-15,1.7238735229282406e-18,9.520136992933553e-11,6.481734617052379e-14,9.834928131439527e-09,0.0,0.7673468611712795,0.004803667776717382,6.657284389051494e-07,1.8727445818257262e-08,0.00013790000729578444,1.4989538361102479e-07,9.3066346704061e-12,1.8270813613196783e-09,1.8270813613196783e-09,1.827081361319678e-09,1.1900519902411401e-09,0.9950575911839158
0.22,10.512411154666983,0.02194127324179098,1051.2409996784286,101324.99999999997,2.055191354503014e-07,1.2017227949825573e-12,1.1440868164782791e-12,0.19966853465858567,1.6877797386575113e-11,0.0044128994355304,8.371278156880712e-08,7.701839800763372e-09,-7.456662584155664e-33,1.6856102041147702e-23,8.389080456372143e-17,7.95586039042358e-18,1.49881528375256e-07,0.026364719711794635,9.637341900018566e-14,0.0022065343744431076,1.681723643004201e-15,1.967815225695096e-18,1.0375395996124182e-10,7.024455333479148e-14,1.06244694680556e-08,0.0,0.7673468542567455,0.0049047016938004884,6.955553994327313e-07,1.9615387810282168e-08,0.000141095720098663,1.5258774036629027e-07,9.622758683139968e-12,1.8503996700783015e-09,1.8503996700783019e-09,1.8503996700783008e-09,1.2209666709568687e-09,0.9949533280455846
0.224,10.530126927655214,0.02232113570949954,1053.0125662940131,101324.99999999993,2.2477810306735607e-07,1.2804274102170873e-12,1.2253595665475954e-12,0.1995153389079049,1.8022503359981726e-11,0.004566082137760802,8.611800799142378e-08,7.866333479779933e-09,2.297248202080416e-30,1.9077636642921093e-23,9.211051095313418e-17,8.746025624407021e-18,1.5562627160593484e-07,0.02628811217772859,9.858630175400162e-14,0.0022831341710387526,1.9284272309211736e-15,2.246130583117498e-18,1.1302678004127815e-10,7.614786784473179e-14,1.146926509583365e-08,0.0,0.767346846613854,0.005011571007945391,7.274832914185208e-07,2.0557814889680895e-08,0.0001444095153069865,1.5542397389854347e-07,9.961241924337796e-12,1.8748215728805354e-09,1.8748215728805354e-09,1.8748215728805354e-09,1.2538044755139742e-09,0.994843109123237
0.228,10.548559089787636,0.022700334419576626,1054.8557706391166,101324.99999999997,2.4617816807118086e-07,1.3661981359795105e-12,1.3145061901992802e-12,0.19935590532661335,1.9261144230179017e-11,0.0047255013690424685,8.860671022585672e-08,8.027866396966131e-09,1.5106501120344009e-30,2.1663182374179325e-23,1.012189369581001e-16,9.622701624458052e-18,1.616082620056676e-07,0.02620838499102003,1.0093269747747801e-13,0.0023628532325077707,2.2099533065570763e-15,2.563997851735792e-18,1.2308460710717343e-10,8.257925045902724e-14,1.2373094018075726e-08,0.0,0.7673468381415034,0.005124842348240463,7.617473330915737e-07,2.1560125643009394e-08,0.0001478516621999459,1.5841730257132197e-07,1.0324551922479462e-11,1.900440963085514e-09,1.9004409630855134e-09,1.9004409630855134e-09,1.2887602492502477e-09,0.9947263572641905
0.232,10.56776525799131,0.023078843962736097,1056.7763742327174,101324.99999999996,2.7002893298063475e-07,1.4599612086665377e-12,1.4126152958508346e-12,0.19918973033947124,2.0605012375686816e-11,0.0048916605159741115,9.118629960281223e-08,8.186169643577624e-09,1.0744699785005832e-31,2.4687537393944123e-23,1.1133695056542642e-16,1.0597775866906545e-17,1.678462043544143e-07,0.02612528627714257,1.0342606826075101e-13,0.002445943401872653,2.531302118155894e-15,2.9274957734122648e-18,1.3399961026382507e-10,8.959838078030828e-14,1.3340058948070802e-08,0.0,0.767346828720201,0.005245161439919298,7.986189442888881e-07,2.262847885654489e-08,0.00015143368249702084,1.6158270963501052e-07,1.0715534262802255e-11,1.927363571764244e-09,1.927363571764244e-09,1.9273635717642446e-09,1.326056824613791e-09,0.994602414928388
0.23600000000000002,10.587810181032069,0.02345663690873968,1058.7808517445374,101324.99999999999,2.9669816031723316e-07,1.5628068191361726e-12,1.520976307020174e-12,0.19901624787551983,2.206728697420994e-11,0.005065125425502571,9.386514448504884e-08,8.340956272421473e-09,-1.1196207943859123e-31,2.8244457175831553e-23,1.2260705268010145e-16,1.168527983371231e-17,1.7436129839128476e-07,0.02603853289881774,1.0608182556062781e-13,0.0025326877808263958,2.898264155258284e-15,3.343793229336089e-18,1.458525077499414e-10,9.727416536057557e-14,1.4374628135128235e-08,0.0,0.7673468182079358,0.00537326778895453,8.384130162134583e-07,2.376993521419889e-08,0.00015516856406657108,1.6493725868242263e-07,1.1137488082944394e-11,1.9557089876735065e-09,1.9557089876735065e-09,1.955708987673507e-09,1.3659503263647648e-09,0.9944705292823551
0.24,10.608766958974336,0.023833683554734426,1060.8765129330611,101325.00000000001,3.26625550443838e-07,1.6760263818554768e-12,1.6411266873979755e-12,0.19883481866069236,2.3663441714673194e-11,0.005246535103817765,9.665273812957242e-08,8.491917752184616e-09,-1.2260470983809484e-31,3.24524671487451e-23,1.3519832593159458e-16,1.2901882368040717e-17,1.8117768444758396e-07,0.025947805099037116,1.089177058280958e-13,0.0026234060859694065,3.3175685968779463e-15,3.821387602990199e-18,1.5873396212718399e-10,1.0568661388539668e-13,1.5481684742839955e-08,0.0,0.7673468064349752,0.0055100128284477174,8.814970086481284e-07,2.4992632440594063e-08,0.00015907102123585652,1.6850048101849256e-07,1.159426046217369e-11,1.9856131200047716e-09,1.9856131200047716e-09,1.9856131200047716e-09,1.4087367475179571e-09,0.9943298337828248
0.244,10.630718533210793,0.024209951629897763,1063.071651638326,101325.0,3.603405307217593e-07,1.8011603173257924e-12,1.7749128836710397e-12,0.19864471713196535,2.5411762529417747e-11,0.0054366147919629165,9.955990447875006e-08,8.638719629481675e-09,-2.8996196337100325e-31,3.746280305194858e-23,1.4931278158754347e-16,1.426752310106855e-17,1.8832299014886284e-07,0.025852739953529377,1.1195423804926571e-13,0.0027184611953989237,3.797066187017338e-15,4.37040689065765e-18,1.7274627454822838e-10,1.1492919248285665e-13,1.666658547541157e-08,0.0,0.7673467931964479,0.0056563825267920385,9.283024337921786e-07,2.6306003562191002e-08,0.0001631578142843495,1.7229485505814852e-07,1.2090365456564424e-11,2.0172312232058122e-09,2.0172312232058122e-09,2.0172312232058122e-09,1.454760167970759e-09,0.994179325236887
0.248,10.653759524770022,0.024585405946357074,1065.375729598934,101324.99999999999,3.9848547510673617e-07,1.9400599631749104e-12,1.9245698224778775e-12,0.19844511528177444,2.7334011729566653e-11,0.005636192105522007,1.0259905299262822e-07,8.780996182392178e-09,3.289100466845069e-34,4.3470389853111895e-23,1.6519358394663342e-16,1.5806234175555158e-17,1.9582900779304963e-07,0.02575292328838395,1.15215331284441e-13,0.002818267229994344,4.345956525970918e-15,5.002996213390437e-18,1.8800546071844045e-10,1.2511180338722849e-13,1.7935230785516675e-08,0.0,0.7673467782451134,0.005813525828336168,9.793394981260823e-07,2.7721051540232787e-08,0.0001674481454761897,1.7634640525312878e-07,1.2631135705913848e-11,2.0507416469661637e-09,2.0507416469661637e-09,2.0507416469661637e-09,1.5044231257813821e-09,0.9940178349497546
0.252,10.677998519278388,0.024960007983702622,1067.7996049309063,101325.0,4.4184633778818264e-07,2.0949686659087e-12,2.0928257777008078e-12,0.19823506258245016,2.945628883680726e-11,0.005846217094083858,1.0578449634965367e-07,8.918343778168847e-09,-1.2208120612938273e-33,5.072923343876912e-23,1.8313582231637812e-16,1.754721778402721e-17,2.037325397198756e-07,0.025647879633601895,1.187290197590171e-13,0.0029232995983167055,4.975072873141646e-15,5.733817127794312e-18,2.0464381303197213e-10,1.3636459258045662e-13,1.9294149399231326e-08,0.0,0.7673467612771321,0.005982790761025879,1.035215957173273e-06,2.9250697965945022e-08,0.00017196415367587564,1.8068545684275476e-07,1.3222917447459371e-11,2.086350522709593e-09,2.0863505227095924e-09,2.086350522709593e-09,1.5581998279367033e-09,0.9938439921025125
