Distance [m],u [m/s],time [s],T [K],P [Pa],H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
1.3500000000000002e-06,0.005039195767409022,0.000274409864686361,1511.1529980938722,101325.00000000003,0.0008770430838259529,1.0448417435164466e-06,4.367171214518989e-07,0.39710938047495586,1.8666595746654904e-06,0.0030985693209139983,5.39160995699731e-05,7.892588688391654e-06,1.7303612409243977e-19,1.9116860950748165e-14,2.791905280626284e-09,1.3712369976174245e-09,0.000629910074311381,0.39515997863884317,0.00044562363645978784,3.8035147331730277e-06,1.3192753630440464e-07,0.001716157880776651,1.7654269334939604e-09,8.638967306832845e-07,6.457067924347379e-05,9.628292920665967e-14,3.439207475576298e-07,2.410297436420047e-09,0.00016781137013886354,1.2176544343022066e-06,0.0007375155333271605,1.6670879313378146e-11,1.213993493481851e-06,2.4163277963052504e-11,-3.6636906383055314e-34,-2.3192358592441952e-35,-1.1764474070836284e-31,1.6054546288539654e-31,1.596900441302591e-66,9.166299737779905e-31,4.5805037502268106e-32,3.100073251911007e-59,9.125538445992008e-34,3.048351144127052e-39,3.499069848260148e-32,-1.6570150780775494e-35,6.941261386554159e-75,3.0977347464501206e-36,6.0596339831475025e-37,2.7060345292731485e-35,4.2690989487479756e-36,2.2328928615948767e-58,0.1999198639152231,1.650371104761924e-10,8.012458662438069e-07,3.110003920787854e-09,3.06768834595409e-08
1.3750000000000002e-06,0.0050411721578537795,0.00027936902878891034,1511.7131232189022,101324.99999999996,0.000919998473661389,1.0857160491814642e-06,4.482307951869066e-07,0.39698137985169296,1.930318324484917e-06,0.0032357738942294344,5.5502884181749455e-05,8.153075304520301e-06,1.9121496463009585e-19,2.0325419671689393e-14,2.906124236004071e-09,1.4355050537193473e-09,0.0006400204176427214,0.39496144248744053,0.0004765810209634889,4.043428440982155e-06,1.3943876641244033e-07,0.0017793177958010187,1.88943317386456e-09,8.969359761956467e-07,6.762379753631192e-05,1.0847775926117964e-13,3.738022451543645e-07,2.6053132710684463e-09,0.0001769181653713629,1.2691968050017313e-06,0.0007693186263980511,1.884186937503322e-11,1.3269290480448265e-06,2.7470234458947924e-11,1.2275786862664227e-33,7.46017008280876e-33,-5.801508956864127e-32,1.6491526053002586e-31,-3.2800036435568526e-64,9.571667689869837e-31,5.064789218833514e-32,2.9746529012291425e-59,3.871001687799338e-33,3.368432621100051e-39,3.881767105493876e-32,4.394951423948159e-35,7.696114820797368e-75,3.4690087111717786e-36,7.152667649004984e-37,1.6687442202556093e-35,5.0289710099073326e-36,2.3313424272231374e-58,0.1999155587738673,1.7788744659642887e-10,8.513597101221386e-07,3.3521044698298765e-09,3.2966939819456946e-08
1.4000000000000001e-06,0.005043223339828463,0.0002843261758980943,1512.293665123213,101324.99999999996,0.0009646735461917075,1.1284355772071727e-06,4.6017778887119033e-07,0.3968487132682797,1.9966795184969385e-06,0.0033778336925079735,5.713757649754477e-05,8.422355535101346e-06,2.116015397632747e-19,2.1635942429370678e-14,3.0262697836601183e-09,1.5033520947444098e-09,0.0006503607493218697,0.3947565004384524,0.0005092502118383198,4.29780792083044e-06,1.4734759329964355e-07,0.0018439229775919883,2.0219080425409285e-09,9.314080980550111e-07,7.079040866785936e-05,1.2214624411391145e-13,4.059003471015304e-07,2.815384302693956e-09,0.00018641360693167456,1.323250754849496e-06,0.0008018974979972912,2.127985346946615e-11,1.4488145658810771e-06,3.1188756435711194e-11,6.850709882699324e-35,-1.1110929049653028e-32,-8.278739706232096e-33,1.4344525218036789e-31,5.602403883701762e-64,1.3979402802314025e-30,5.587563209565125e-32,4.750959059275896e-59,1.1709860120974523e-33,5.655167946092705e-39,6.202532122452412e-32,-1.1223863077229824e-35,3.3143833560373825e-74,3.873542748667701e-36,8.1654028706309e-37,1.7817522840760775e-35,5.7052408047663045e-36,9.44532781248406e-58,0.19991099120807534,1.9168701717505594e-10,9.040054439222411e-07,3.6117270450874705e-09,3.541156198269394e-08
1.4250000000000001e-06,0.005045352701927259,0.0002892812308718428,1512.8955201155984,101325.00000000004,0.0010111507492414934,1.173121159062265e-06,4.7258683426341875e-07,0.3967111654700248,2.0659166360007447e-06,0.003524965920363698,5.882243733811648e-05,8.700834084700712e-06,2.3450911938985905e-19,2.305932541323115e-14,3.152813068311757e-09,1.5750578536993377e-09,0.000660947560580881,0.3945448778242998,0.0005437205628792011,4.567738151002585e-06,1.5568107155877725e-07,0.0019100227636213605,2.16351596076093e-09,9.674019927659821e-07,7.407539201367824e-05,1.3747115701895476e-13,4.403763403112132e-07,3.0418344006965235e-09,0.00019631722879753194,1.3799929476432773e-06,0.0008352727584416275,2.401804095548261e-11,1.5803286354907948e-06,3.536782088877077e-11,-7.847760872071899e-35,7.957746618510726e-33,1.0796693350912421e-32,1.412656022990844e-31,4.18365934844512e-63,1.4054817080214736e-30,6.406815287712675e-32,2.441271986813819e-57,-4.1266940592021156e-33,6.15524616448358e-39,6.556971632799563e-32,-5.406873268189384e-36,6.287190266560367e-74,4.508789649821539e-36,1.0412653014787336e-36,3.6994668036223406e-35,7.156270082349105e-36,1.6839811727982801e-57,0.1999061459122821,2.0651679518545407e-10,9.593299958876526e-07,3.890297462983309e-09,3.8022685160218854e-08
1.45e-06,0.005047563864123778,0.0002942341152083227,1513.519645641481,101325.00000000012,0.0010595182139786963,1.2199030389807195e-06,4.854886190666206e-07,0.3965685068769452,2.1382163768301882e-06,0.003677402137879627,6.0559892871090297e-05,8.988943217413455e-06,2.6030167640065024e-19,2.4607827175199288e-14,3.2862673268721133e-09,1.6509274360653659e-09,0.0006717978976873437,0.3943262820343615,0.00058008746770531,4.854401954797195e-06,1.644686337547425e-07,0.001977669676813025,2.314985033249769e-09,1.0050132018019918e-06,7.748393157355537e-05,1.5466005614558953e-13,4.774055496031598e-07,3.2861271763533693e-09,0.0002066499696228596,1.4396139165644442e-06,0.0008694663588380041,2.7094090136810642e-11,1.7222085271451712e-06,4.006239974492815e-11,1.779954943441579e-32,-2.008327424523759e-31,2.7511265436010556e-32,2.130957815847288e-31,-7.430321776891689e-61,2.08177406979748e-30,8.18585325116167e-32,-1.9440560266068747e-56,-1.986707855843228e-31,1.320510544842664e-38,1.3321412210083505e-31,5.241928071420781e-34,-1.3426659832559524e-73,5.964971579665901e-36,1.5626598704129488e-36,-9.190925854591475e-35,1.0837050622529825e-35,-3.44134456065454e-57,0.19990100655605592,2.2246616166913045e-10,1.0174917467750334e-06,4.189380973876427e-09,4.081339529089386e-08
1.475e-06,0.0050498606957435615,0.00029918474682100703,1514.1670648665263,101325.00000000003,0.0011098702238771343,1.2689218956452758e-06,4.989160220747674e-07,0.39642049242161675,2.2137800944806432e-06,0.003835389396362918,6.235254782942637e-05,9.287144781895168e-06,2.894031927363231e-19,2.629527089843279e-14,3.427193143387492e-09,1.7312943593152015e-09,0.0006829294858883722,0.394100401117961,0.000618452882743934,5.159089925352266e-06,1.7374234480589052e-07,0.0020469196154731272,2.4771144062471886e-09,1.0443445997651933e-06,8.102153881395165e-05,1.7394905895223237e-13,5.171788375171212e-07,3.549883294752447e-09,0.00021743428745614989,1.5023196156922992e-06,0.00090450163044312,3.0550770231885776e-11,1.87525626940913e-06,4.5334263029272325e-11,1.6533785448265712e-33,-4.183458450068797e-32,3.528044656259517e-31,2.523901938254703e-31,-1.6891084548935516e-63,5.193937485106172e-30,1.1317713265407127e-31,2.3378119468216904e-57,5.575992063318134e-32,2.5718596671887863e-38,2.5467706562995765e-31,1.1027765690997866e-34,1.7506996004078107e-73,8.316536943716644e-36,2.6995971511196517e-36,4.752117807512716e-34,3.482916625855534e-35,4.1244252942059206e-57,0.19989555568569628,2.3963393336847577e-10,1.0786614906694044e-06,4.510698266726518e-09,4.3798057738004264e-08
1.5e-06,0.005052247335738206,0.0003041330397961267,1514.8388718573083,101325.00000000007,0.0011623077454028378,1.3203299967798284e-06,5.129043756942563e-07,0.3962668602337065,2.292825411550063e-06,0.003999191526573938,6.420320063264336e-05,9.595932510944216e-06,3.2230889265468685e-19,2.8137281478461176e-14,3.5762044439166837e-09,1.8165240196254284e-09,0.0006943608613249367,0.39386690219459536,0.0006589259137508442,5.483211638800701e-06,1.8353719147045096e-07,0.0021178320780491358,2.650782664282235e-09,1.085507169856753e-06,8.469407854145317e-05,1.956072696190595e-13,5.599043029566175e-07,3.834900367758596e-09,0.00022869428952988354,1.5683331692708157e-06,0.0009404033373902136,3.4436734618955433e-11,2.0403455018712165e-06,5.1252904675675084e-11,-2.263124767577972e-33,2.6817814993539052e-34,3.969593079583644e-31,2.622928925098926e-31,2.4855382897450583e-65,5.5743188659174e-30,1.4440323479306773e-31,2.338714893654447e-57,1.7535374139660926e-32,2.99717263952364e-38,2.906671411687992e-31,2.0261664761574947e-34,1.9007729459480966e-73,1.0795725233812211e-35,3.5426753943603674e-36,5.717767462479846e-34,3.930491586760436e-35,4.196056762780533e-57,0.19988977461465546,2.5812954251633056e-10,1.1430235154816659e-06,4.856143724982066e-09,4.699246392151803e-08
1.5250000000000002e-06,0.0050547282154685975,0.0003090789041303346,1515.5362374199415,101325.00000000001,0.001216939015112333,1.3742924938575255e-06,5.274917568116613e-07,0.3961073301901306,2.375588026157453e-06,0.0041690905577440015,6.611486020333792e-05,9.915834552985013e-06,3.5959884188435126e-19,3.0151563834677365e-14,3.733975319107342e-09,1.9070176348710035e-09,0.0007061115097402619,0.3936254297049474,0.0007016234635547272,5.828308249785386e-06,1.9389141011459551e-07,0.002190470409649803,2.836957394431714e-09,1.1286208690386978e-06,8.850779725830992e-05,2.1994198127346464e-13,6.058091964027688e-07,4.143175797919001e-09,0.00024045587615661066,1.6378968322956638e-06,0.0009771977353915872,3.880742533899397e-11,2.218429169157119e-06,5.789661004156849e-11,1.9013501124999778e-34,8.801728372223197e-33,3.7402821874048397e-31,2.5443146612591993e-31,5.889769844673159e-64,5.536075223723951e-30,1.7912927406081283e-31,2.9452552724426156e-57,1.4473646145114532e-32,3.15417719657059e-38,2.8913278817476473e-31,2.0207430803658422e-35,2.1071170645583877e-73,1.3654036058686085e-35,4.56974571981227e-36,7.121163063109851e-34,4.497652263276917e-35,4.3468327329783075e-57,0.19988364330279387,2.7807438968666503e-10,1.210776801670581e-06,5.227806206961556e-09,5.041399779464481e-08
1.5500000000000002e-06,0.005057308083598064,0.00031402224544685057,1516.2604154630649,101324.99999999996,0.0012738801912784265,1.430988878382313e-06,5.427193103485493e-07,0.3959416023113658,2.4623237377052703e-06,0.004345388286320701,6.80907647016825e-05,1.0247416268062418e-05,4.019544685109345e-19,3.235823057669296e-14,3.9012478107804126e-09,2.0032167410727337e-09,0.0007182020137065395,0.3933756034791912,0.0007466709497109115,6.196066671935075e-06,2.0484685853824438e-07,0.0022649020736271114,3.0367061057791027e-09,1.1738155963464067e-06,9.246935435508912e-05,2.4730480555203376e-13,6.551420852642227e-07,4.4769330750678105e-09,0.0002527469006930637,1.711274194449001e-06,0.001014912637198688,4.372613388433429e-11,2.410548181255361e-06,6.535368976647993e-11,7.010492391482454e-36,2.338937601948413e-33,3.615627067689854e-31,2.6561797750911628e-31,1.4177416377297e-64,5.5151362300092345e-30,2.144455274815211e-31,2.95204376143968e-57,6.185586937387103e-33,3.292210335107564e-38,2.9028396071023226e-31,3.727246482732573e-36,2.2587963647046052e-73,1.6637630545003324e-35,5.615817307808207e-36,8.510234087842812e-34,5.017993315375191e-35,4.3503319909368187e-57,0.19987714022282888,2.9960339904510826e-10,1.282136354989115e-06,5.627992756070687e-09,5.4081825334631187e-08
1.5750000000000002e-06,0.005059992034308226,0.00031896296468721563,1517.0127502251737,101324.99999999997,0.001333256087071794,1.490614632468972e-06,5.586316130584879e-07,0.39576935495957044,2.553310738519234e-06,0.004528408039349492,7.013440271829506e-05,1.0591283362065473e-05,4.501787139888158e-19,3.478018938422832e-14,4.078840853013113e-09,2.1056083487175483e-09,0.0007306542119586775,0.3931170165633836,0.000794203108589163,6.5883356366817465e-06,2.164494403580373e-07,0.0023411989609805435,3.251208758074135e-09,1.2212322856989093e-06,9.658585706747469e-05,2.7809892072305313e-13,7.081753168357401e-07,4.838652177813666e-09,0.0002655973495155474,1.7887526747921304e-06,0.0010535774902238,4.9265249493036996e-11,2.6178412179170403e-06,7.372391097110453e-11,-1.254371065674114e-35,1.1978899559979829e-33,3.489956425460047e-31,2.7702854819817097e-31,5.153657816758558e-65,5.485175207988868e-30,2.502850236473803e-31,2.952963509350291e-57,2.6941420730331105e-33,3.437631835765716e-38,2.914428503580084e-31,2.4947273740198148e-36,2.423922401074488e-73,1.974824065155356e-35,6.705045888060654e-36,9.94262284222944e-34,5.514217222349014e-35,4.3519697154190936e-57,0.19987024221110522,3.2286681400017213e-10,1.3573347014157626e-06,6.059255775934948e-09,5.801711136806463e-08
1.6000000000000001e-06,0.005062785538864642,0.0003239009577758202,1517.7946843606373,101325.00000000001,0.001395200990278356,1.5533830983823813e-06,5.752770823868456e-07,0.39559024282967853,2.6488522037997428e-06,0.0047184966394464185,7.224953704088723e-05,1.0948085367236369e-05,5.052207024184793e-19,3.744360227430259e-14,4.2676605523084434e-09,2.2147308619427693e-09,0.0007434913718640663,0.39284923279858336,0.0008443648928612819,7.007143870938353e-06,2.287495893051247e-07,0.0024194377342141873,3.4817721529967007e-09,1.2710241373147534e-06,0.00010086489925305305,3.1278766572829664e-13,7.652078205414169e-07,5.2311047790005405e-09,0.00027903954336113925,1.8706463453805552e-06,0.0010932234633893884,5.55077317212832e-11,2.8415558294964255e-06,8.312016056112907e-11,-1.1910403221756395e-33,1.4270341212280114e-31,5.2563772317191745e-31,3.334954130817617e-31,9.006154225868695e-63,5.633943588420088e-30,2.925818277574366e-31,2.6133094193695714e-57,2.891322545099547e-32,2.911739961959609e-38,2.37204174814647e-31,-9.394701838665862e-36,6.052258200056367e-73,2.3527267889130897e-35,8.172104269064718e-36,1.769030353317166e-33,6.176721185225152e-35,1.0113493556060991e-56,0.19986292430115585,3.4803227349713606e-10,1.4366235578439755e-06,6.524424208988658e-09,6.22432678094549e-08
1.6250000000000001e-06,0.00506569448052549,0.0003288361152544464,1518.607767862867,101325.0,0.0014598595794673454,1.619527600048323e-06,5.927084370505003e-07,0.3954038947111677,2.7492792236352724e-06,0.004916026592252126,7.444023127286429e-05,1.131851950195842e-05,5.682060595477579e-19,4.0378431859754e-14,4.468712037765572e-09,2.331180889312033e-09,0.0007567383771159436,0.392571784128205,0.0008973124736727555,7.454720701625885e-06,2.418028227645167e-07,0.0024997002072432812,3.729846500578436e-09,1.3233580074985127e-06,0.00010531460433815255,3.5190476085097e-13,8.265683022544083e-07,5.657395112665352e-09,0.00029310836249102996,1.9572991335495148e-06,0.0011338835425934194,6.254885243878788e-11,3.083061026493388e-06,9.367038295881255e-11,-1.8263925593658823e-35,4.1371379936938644e-32,5.293055527192982e-31,3.7214571247572155e-31,2.5564333188258826e-63,5.717679471125433e-30,3.316034739128819e-31,2.776749846446435e-57,3.083591168350047e-32,3.063949908444723e-38,2.3935025377427012e-31,3.08223497860821e-36,6.488186022229088e-73,2.71096664612123e-35,9.127658083451682e-36,2.0029599829310295e-33,6.550791286518164e-35,1.007669905224915e-56,0.1998551595378136,3.7528721850963144e-10,1.5202756990464584e-06,7.02663938299723e-09,6.678623840972767e-08
1.65e-06,0.005068725194705575,0.00033376832188228127,1519.4536683623546,101325.00000000001,0.0015273879609741762,1.6893038677368153e-06,6.109832209500553e-07,0.39520991095829394,2.8549541494226095e-06,0.005121398558841543,7.671088006017436e-05,1.1703335007514674e-05,6.404743424506147e-19,4.361909399703869e-14,4.68311320335192e-09,2.455621124234813e-09,0.0007704219355673295,0.3922841675523633,0.0009532143717399117,7.933519550090934e-06,2.5567037838153774e-07,0.0025820737775957415,3.997044587564512e-09,1.378415989085669e-06,0.00010994367370065989,3.960665112123083e-13,8.926189075992931e-07,6.1210076294074965e-09,0.00030784150136257705,2.049088477676367e-06,0.0011755926413479021,7.04982642536462e-11,3.343861641219004e-06,1.0551984635428282e-10,-1.17615171719843e-33,6.472309190369857e-33,6.387388649652884e-31,4.0925071817003745e-31,-1.355897424580127e-62,5.772021232250752e-30,3.7314265705821413e-31,2.3691069278231295e-57,2.6821206411614397e-32,3.13087887485103e-38,2.362082205926419e-31,3.417774230250261e-36,7.094641905594248e-73,3.1048164419852566e-35,1.0239957164645387e-35,2.4658141723771072e-33,6.951264783092624e-35,1.022053255062138e-56,0.19984691876759136,4.048416937756632e-10,1.6085870619914835e-06,7.569396415929785e-09,7.167482713289539e-08
1.675e-06,0.005071884513118925,0.0003386974561982019,1520.3341823998417,101325.0,0.0015979548299334652,1.7629928033901677e-06,6.301643969640413e-07,0.3950078606679176,2.9662744008707323e-06,0.0053350441103270346,7.90662429635525e-05,1.2103337955718173e-05,7.23625433895422e-19,4.7205239722221294e-14,4.9121106485270685e-09,2.5887894648870833e-09,0.0007845708080265328,0.391985841739233,0.00101225272398744,8.446244670289764e-06,2.704199450595772e-07,0.0026666519009210577,4.285163962364836e-09,1.4363972030963632e-06,0.00011476144025288904,4.459864179674999e-13,9.637594185672024e-07,6.625862634404028e-09,0.0003232797538917936,2.146429494550989e-06,0.0012183877195600318,7.94824626578299e-11,3.6256146882602305e-06,1.1883379765918417e-10,-6.3819193931222205e-34,-5.240861411401615e-33,7.635463634420145e-31,4.356089771561992e-31,-4.2688360836579593e-63,5.500495469965192e-30,4.1122277179991595e-31,2.3612426353596203e-57,-1.0814548975292386e-32,3.067077932092113e-38,2.2086096230480046e-31,-4.080327441545083e-35,8.064222739334056e-73,3.477025185316776e-35,1.1159299157765146e-35,2.821253370633973e-33,7.021057073252735e-35,1.076056921250592e-56,0.1998381704035712,4.369316133194404e-10,1.701879101138883e-06,8.156592063288815e-09,7.694107667453404e-08
1.7000000000000002e-06,0.005075179814171092,0.0003436233900400325,1521.2512483102419,101325.00000000001,0.001671742785027163,1.8409036551310202e-06,6.503210258199173e-07,0.39479727849047086,3.0836768292656693e-06,0.005557428838833217,8.151148288819807e-05,1.2519396640750822e-05,8.195773232824363e-19,5.118269642184693e-14,5.157098274709449e-09,2.731509624840535e-09,0.0007992160639204525,0.3916762231978759,0.0010746247156704465,8.995881748549962e-06,2.8612650729940266e-07,0.0027535346257231016,4.596212739473962e-09,1.4975198437306057e-06,0.00011977792869199386,5.024927446046811e-13,1.0404320884152557e-06,7.1763815396893525e-09,0.0003394673362641904,2.249779758859869e-06,0.001262307917254548,8.964772820594736e-11,3.930148104239949e-06,1.3380058508527068e-10,-1.682784847642646e-33,1.4385859118489966e-34,4.119464116523999e-31,4.639273586028142e-31,3.547404365559549e-64,5.2534101826446955e-30,4.479177233721966e-31,2.363216019674038e-57,2.9324535883029467e-34,2.961179027975583e-38,2.0946403962933316e-31,-7.176792055497325e-35,1.5041161055358153e-72,3.8415907852721494e-35,1.202947873233211e-35,3.0398363166041297e-33,7.103367652159451e-35,1.8588401104972529e-56,0.19982888015941824,4.718225834177447e-10,1.8005014452806184e-06,8.792580260448662e-09,8.262070700633821e-08
1.7250000000000002e-06,0.005078619079618597,0.0003485459880155984,1522.2069606842788,101324.99999999999,0.0017489498162322106,1.923377668708781e-06,6.71529043550072e-07,0.39457766103113207,3.2076427260519695e-06,0.005789055864956483,8.40522096100115e-05,1.2952447613330442e-05,9.30638406357152e-19,5.560460506155834e-14,5.41963904148934e-09,2.8847035111893677e-09,0.0008143913677154208,0.3913546819655793,0.0011405441998466204,9.585732982627174e-06,3.028733223495045e-07,0.0028428291911771018,4.932439691399544e-09,1.56202351623695e-06,0.00012500392307377854,5.665497131069005e-13,1.1231272243346595e-06,7.777563616564214e-09,0.0003564522520376855,2.3596447960107875e-06,0.001307394701981684,1.0116365419385016e-10,4.259482254566898e-06,1.5063534169141163e-10,-1.427181438378002e-35,2.081882283491065e-34,3.944038176524568e-31,4.805058539391884e-31,1.229058646748911e-65,5.2149277186720406e-30,4.858208616088286e-31,2.363003485955945e-57,4.291858250437632e-34,3.190226132020481e-38,2.107842612212898e-31,2.8966843593878916e-36,1.6332274857181685e-72,4.2407872581768554e-35,1.3010238629688814e-35,3.2700556316556606e-33,7.223902351699986e-35,1.8589441142419547e-56,0.199819010748173,5.09814391029896e-10,1.9048348939635764e-06,9.482236761879048e-09,8.875362464173078e-08
1.7500000000000002e-06,0.005082210958915494,0.00035346510691918197,1523.2035867831771,101324.99999999999,0.001829790993401825,2.010792302514604e-06,6.938721556136104e-07,0.39434846277612334,3.338703593677898e-06,0.0060304698041708455,8.669452922983589e-05,1.3403502451522658e-05,1.059598405234884e-18,6.05328003624449e-14,5.701490522461393e-09,3.0494057192497018e-09,0.0008301333018589211,0.39102053673312126,0.001210243534260119,1.0219457415019361e-05,3.207530550145077e-07,0.0029346506972932605,5.296369466144181e-09,1.6301719184528525e-06,0.00013045104281774695,6.392831832304674e-13,1.2123896551913169e-06,8.435076604948483e-09,0.0003742867062339205,2.476584416772778e-06,0.0013536920313471734,1.1422739214812186e-10,4.615854691395579e-06,1.6958434553294535e-10,5.7936594029420635e-37,2.257126679319541e-34,3.7649662188662523e-31,4.97056730303994e-31,1.3207418902664306e-65,5.175966256176291e-30,5.240911383171442e-31,2.362840778714478e-57,4.990945171518831e-34,3.3553964248797736e-38,2.1208658827666544e-31,3.2681596565246305e-36,1.7735845963577637e-72,4.6590224151721463e-35,1.403818574145372e-35,3.504456984829378e-33,7.349925069771557e-35,1.8589394327542338e-56,0.19980852154003154,5.512462920665465e-10,2.0152948043250787e-06,1.023103461625756e-08,9.538451595632416e-08
1.7750000000000002e-06,0.005085964842127789,0.0003583805950863282,1524.243585111564,101325.00000000001,0.00191450038780729,2.1035661089621697e-06,7.174428685972399e-07,0.3941090914698665,3.477447815180121e-06,0.006282261263197269,8.944510047780165e-05,1.3873655366135656e-05,1.209843299553519e-18,6.603949330305224e-14,6.00463503644606e-09,3.226780566027329e-09,0.0008464817325088147,0.39067304932156155,0.0012839756705455409,1.0901117444640956e-05,3.3986909978503384e-07,0.0030291228571095938,5.6908439466049896e-09,1.7022559257067877e-06,0.00013613182838232744,7.220118926370174e-13,1.3088262498146014e-06,9.155364072957734e-09,0.0003930275761559529,2.6012200458221547e-06,0.0014012465318285804,1.2906878093713227e-10,5.001748741822532e-06,1.9093019905059305e-10,-1.9349183524868396e-35,2.581232058273292e-34,3.5885108491224313e-31,5.135239270992935e-31,1.5524015112310805e-65,5.133919729501586e-30,5.627428279145839e-31,2.3626256263371682e-57,5.447166326255457e-34,3.528867930883846e-38,2.1324576651302687e-31,2.642020892523023e-36,1.9299360821695336e-72,5.0980392799762e-35,1.5118208368165618e-35,3.742524639139801e-33,7.482590394157935e-35,1.8588982008589099e-56,0.19979736817237778,5.965032643365871e-10,2.1323349271789553e-06,1.1045132587831118e-08,1.0256354072647642e-07
1.8000000000000001e-06,0.005089890943183502,0.0003632922916784686,1525.3296266050438,101325.0,0.0020033332673573662,2.2021644108120595e-06,7.423436861151385e-07,0.393858902847869,3.624528394867742e-06,0.0065450719577054,9.231119907611654e-05,1.4364091774677794e-05,1.385501411448895e-18,7.220933211976523e-14,6.3313153312558e-09,3.4181421916212558e-09,0.0008634802264156105,0.39031141839825756,0.0013620165395407814,1.1635232654115108e-05,3.6033712731586406e-07,0.003126378844695956,6.1190710182874136e-09,1.7785971536827653e-06,0.00014205983822675156,8.162856323052115e-13,1.413114690889826e-06,9.945773144092876e-09,0.0004127369486758915,2.7342432336156727e-06,0.0014501076962154464,1.4595656918452702e-10,5.419926638773608e-06,2.1499800560722927e-10,5.284579564420439e-34,1.3398974639034426e-33,3.0339206424433357e-31,5.291749699612596e-31,7.543503849351105e-65,4.9815769247341635e-30,6.014291830190316e-31,2.7763200301113543e-57,5.340411990703898e-33,3.6256125538390775e-38,2.092774721924129e-31,2.2598224738952183e-35,2.1447578017167267e-72,5.556246177440224e-35,1.6240421207776933e-35,3.977281050856817e-33,7.597484177981622e-35,1.894296785044432e-56,0.19978550210364168,6.46023430476032e-10,2.2564517644683206e-06,1.1931479136089065e-08,1.1034714587906902e-07
1.825e-06,0.0050940003944687715,0.00036820002588813745,1526.4646186567848,101325.00000000001,0.002096568605627665,2.3071059190523004e-06,7.686884982942811e-07,0.393597194635756,3.780671962983379e-06,0.006819600535368661,9.530079130173571e-05,1.4876097954637126e-05,1.5916301418887905e-18,7.914193896142781e-14,6.684076994702558e-09,3.6249783614941675e-09,0.0008811765269828164,0.38993477233215407,0.0014446677771852332,1.2426842248131125e-05,3.8228689844459985e-07,0.0032265622466576068,6.584682264491431e-09,1.8595520818825275e-06,0.00014824975841545797,9.239321037941808e-13,1.5260137433788995e-06,1.0814707014796634e-08,0.0004334827336942009,2.8764255681751517e-06,0.001500328098215211,1.6520599489624507e-10,5.87346801109308e-06,2.421627617020048e-10,-2.0364085518103695e-35,1.6723327945624456e-34,2.7999494475617463e-31,5.4527783650850185e-31,-3.146988928768257e-64,4.951963992274981e-30,6.393882683320549e-31,2.552813130434616e-57,3.0211159222317877e-33,3.829539564166448e-38,2.1106593632509175e-31,6.005142334127876e-36,2.335904553463356e-72,6.026845829784184e-35,1.7395089439391134e-35,4.199496754766556e-33,7.71595373330418e-35,1.8875664582452537e-56,0.19977287010215214,7.003069010165838e-10,2.3881895211110484e-06,1.2897935080833567e-08,1.1879902312885189e-07
1.85e-06,0.00509830535611002,0.0003731036160526693,1527.6517328659893,101325.00000000006,0.002194511974056409,2.4189704951293803e-06,7.966042072635346e-07,0.3933231996485858,3.946689317202214e-06,0.007106609265805873,9.84226188125761e-05,1.54110720076387e-05,1.8344561472572407e-18,8.695504949803937e-14,7.065819148209833e-09,3.848978805331738e-09,0.0008996231033813229,0.38954216098600175,0.0015322598638053012,1.3281577878642642e-05,4.0586440403214146e-07,0.0033298281470533603,7.0918015834184205e-09,1.9455168552937393e-06,0.00015471752784097223,1.0471147320739e-12,1.6483753405037359e-06,1.1771808006665025e-08,0.0004553393701496688,3.0286302825587187e-06,0.0015519636326279675,1.8718806332479162e-10,6.365814844639857e-06,2.7285824684505227e-10,2.6513114060528242e-33,-1.8381359070180323e-33,2.8793676863813034e-31,5.602319835453004e-31,1.0272373438343516e-64,4.892586155259875e-30,6.77874977141867e-31,2.53201574349794e-57,-1.1181154721341572e-33,4.084547318246885e-38,2.145545368424522e-31,-4.059922854306767e-35,2.558660441226217e-72,6.526002012481243e-35,1.8624471174653916e-35,4.427854312667473e-33,7.859303250073835e-35,1.8871318025547815e-56,0.1997594136563026,7.599263619962871e-10,2.5281457679478367e-06,1.3953419030277074e-08,1.2799124187940387e-07
